,rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1543,1516,2000,Manufacturing,Aloke Lohia,64.0,Thailand,Bangkok,Petrochemicals,Manufacturing,India,0,D,M,11/27/1958 0:00,Lohia,Aloke,4/4/2023 5:01,1958.0,11.0,27.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1544,1516,2000,Real Estate,Bill Malhotra,73.0,Canada,Ottawa,Real estate,Real Estate,Canada,1,U,M,9/8/1949 0:00,Malhotra,Bill,4/4/2023 5:01,1949.0,9.0,8.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1545,1516,2000,Finance & Investments,Alexander Mamut,63.0,Israel,Tel Aviv,Investments,Finance & Investments,Russia,1,D,M,1/29/1960 0:00,Mamut,Alexander,4/4/2023 5:01,1960.0,1.0,29.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1546,1516,2000,Telecom,Craig McCaw,73.0,United States,Hunts Point,Telecom,Telecom,United States,0,D,M,8/11/1949 0:00,McCaw,Craig,4/4/2023 5:01,1949.0,8.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1547,1516,2000,Manufacturing,Cunhui Nan,59.0,China,Wenzhou,Power equipment,Manufacturing,China,1,D,M,7/9/1963 0:00,Nan,Cunhui,4/4/2023 5:01,1963.0,7.0,9.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1548,1516,2000,Service,Tengyun Nie & family,47.0,China,Shanghai,Logistics,Service,China,1,D,M,1/24/1976 0:00,Nie,Tengyun,4/4/2023 5:01,1976.0,1.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1549,1516,2000,Finance & Investments,Oei Hong Leong,75.0,Singapore,Singapore,Investments,Finance & Investments,Singapore,0,U,M,3/21/1948 0:00,Oei,Hong Leong,4/4/2023 5:01,1948.0,3.0,21.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1550,1516,2000,Metals & Mining,Clive Palmer,69.0,Australia,Brisbane,Mining,Metals & Mining,Australia,1,D,M,3/26/1954 0:00,Palmer,Clive,4/4/2023 5:01,1954.0,3.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1551,1516,2000,Technology,Matthew Prince,48.0,United States,Park City,Cybersecurity,Technology,United States,1,D,M,1/1/1975 0:00,Prince,Matthew,4/4/2023 5:01,1975.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1552,1516,2000,Service,Linda Pritzker,69.0,United States,Missoula,"Hotels, investments",Service,United States,0,E,F,9/14/1953 0:00,Pritzker,Linda,4/4/2023 5:01,1953.0,9.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1553,1516,2000,Construction & Engineering,P.V. Krishna Reddy,53.0,India,Hyderabad,Infrastructure,Construction & Engineering,India,1,U,M,6/30/1969 0:00,Reddy,P.V. Krishna,4/4/2023 5:01,1969.0,6.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1554,1516,2000,Metals & Mining,Bianca Rinehart,46.0,Australia,Brisbane,Mining,Metals & Mining,Australia,0,D,F,3/19/1977 0:00,Rinehart,Bianca,4/4/2023 5:01,1977.0,3.0,19.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1555,1516,2000,Metals & Mining,Ginia Rinehart,36.0,Australia,Sydney,Mining,Metals & Mining,Australia,0,D,F,9/6/1986 0:00,Rinehart,Ginia,4/4/2023 5:01,1986.0,9.0,6.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1556,1516,2000,Finance & Investments,T. Denny Sanford,87.0,United States,Sioux Falls,"Banking, credit cards",Finance & Investments,United States,1,D,M,12/23/1935 0:00,Sanford,T. Denny,4/4/2023 5:01,1935.0,12.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1557,1516,2000,Manufacturing,Bhadresh Shah,71.0,India,Ahmedabad,Engineering,Manufacturing,India,1,U,M,10/7/1951 0:00,Shah,Bhadresh,4/4/2023 5:01,1951.0,10.0,7.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1558,1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,66.0,Poland,Warsaw,TV broadcasting,Media & Entertainment,Poland,1,D,M,8/4/1956 0:00,Solorz-Zak,Zygmunt,4/4/2023 5:01,1956.0,8.0,4.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
1560,1516,2000,Fashion & Retail,Sylvia Stroeher,67.0,Germany,Darmstadt,Cosmetics,Fashion & Retail,Germany,0,E,F,5/30/1955 0:00,Stroeher,Sylvia,4/4/2023 5:01,1955.0,5.0,30.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1561,1516,2000,Technology,Otto Toto Sugiri,69.0,Indonesia,Jakarta,Data centers,Technology,Indonesia,1,D,M,9/23/1953 0:00,Sugiri,Otto Toto,4/4/2023 5:01,1953.0,9.0,23.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1562,1516,2000,Sports,Larry Tanenbaum,77.0,Canada,Toronto,Sports,Sports,Canada,1,N,M,7/1/1945 0:00,Tanenbaum,Larry,4/4/2023 5:01,1945.0,7.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1563,1516,2000,Finance & Investments,Wichai Thongtang,76.0,Thailand,Bangkok,Investments,Finance & Investments,Thailand,1,E,M,1/1/1947 0:00,Thongtang,Wichai,4/4/2023 5:01,1947.0,1.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1564,1516,2000,Finance & Investments,Ion Tiriac,83.0,Romania,Bucharest,"Banking, insurance",Finance & Investments,Romania,1,U,M,5/9/1939 0:00,Tiriac,Ion,4/4/2023 5:01,1939.0,5.0,9.0,123.78,3.8,250077444017.0,49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676
1565,1516,2000,Metals & Mining,Hope Welker,37.0,United States,New York,Mining,Metals & Mining,Australia,0,D,F,8/13/1985 0:00,Welker,Hope,4/4/2023 5:01,1985.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1566,1516,2000,Manufacturing,William Young,82.0,United States,Ypsilanti,Plastics,Manufacturing,United States,1,D,M,1/1/1941 0:00,Young,William,4/4/2023 5:01,1941.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1568,1516,2000,Technology,Zhang Fan,57.0,China,Shenzhen,Touch screens,Technology,China,1,D,M,12/29/1965 0:00,Zhang,Fan,4/4/2023 5:01,1965.0,12.0,29.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1569,1516,2000,Technology,Shilong Zhang & family,57.0,China,Beijing,Semiconductor,Technology,China,1,D,M,1/1/1966 0:00,Zhang,Shilong,4/4/2023 5:01,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1570,1516,2000,Manufacturing,Zhang Wanzhen,73.0,China,Chaozhou,Electronics components,Manufacturing,China,1,D,M,12/1/1949 0:00,Zhang,Wanzhen,4/4/2023 5:01,1949.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1571,1516,2000,Technology,Hongfei Zhao,48.0,China,Beijing,Software,Technology,China,1,D,M,6/1/1974 0:00,Zhao,Hongfei,4/4/2023 5:01,1974.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1572,1516,2000,Energy,Zhou Jian,46.0,China,Shenzhen,Solar energy equipment,Energy,China,1,D,M,7/1/1976 0:00,Zhou,Jian,4/4/2023 5:01,1976.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1573,1516,2000,Healthcare,Zhu Yiwen & family,59.0,China,Shanghai,Healthcare,Healthcare,China,1,U,M,1/1/1964 0:00,Zhu,Yiwen,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1574,1575,1900,Diversified,Roberto Angelini Rossi,74.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,0,U,M,7/30/1948 0:00,Angelini Rossi,Roberto,4/4/2023 5:01,1948.0,7.0,30.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
1575,1575,1900,Energy,Mika Anttonen,56.0,Finland,Helsinki,Oil & gas,Energy,Finland,1,U,M,12/18/1966 0:00,Anttonen,Mika,4/4/2023 5:01,1966.0,12.0,18.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
1576,1575,1900,Sports,David Blitzer,53.0,United States,New York,Sports,Sports,United States,1,N,M,9/7/1969 0:00,Blitzer,David,4/4/2023 5:01,1969.0,9.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1577,1575,1900,Finance & Investments,Julio Bozano,87.0,Brazil,Rio de Janeiro,Banking,Finance & Investments,Brazil,1,D,M,2/1/1936 0:00,Bozano,Julio,4/4/2023 5:01,1936.0,2.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1578,1575,1900,Energy,Nikolai Buinov,55.0,Russia,Irkutsk,"Oil, gas",Energy,Russia,1,U,M,7/9/1967 0:00,Buinov,Nikolai,4/4/2023 5:01,1967.0,7.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1579,1575,1900,Fashion & Retail,Nicola Bulgari,82.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,0,E,M,1/16/1941 0:00,Bulgari,Nicola,4/4/2023 5:01,1941.0,1.0,16.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1580,1575,1900,Fashion & Retail,"Howard Butt, III. & family",71.0,United States,San Antonio,Supermarkets,Fashion & Retail,United States,0,N,M,4/4/1952 0:00,Butt,Howard,4/4/2023 5:01,1952.0,4.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1582,1575,1900,Fashion & Retail,Jianxing Che,56.0,China,Shanghai,Furniture retailing,Fashion & Retail,China,1,D,M,7/18/1966 0:00,Che,Jianxing,4/4/2023 5:01,1966.0,7.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1583,1575,1900,Manufacturing,Huxiong Chen,52.0,China,Shanghai,Stationery,Manufacturing,China,1,D,M,7/1/1970 0:00,Chen,Huxiong,4/4/2023 5:01,1970.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1585,1575,1900,Technology,Chen Zhisong,57.0,China,Xiamen,Communication equipment,Technology,China,1,D,M,1/7/1966 0:00,Chen,Zhisong,4/4/2023 5:01,1966.0,1.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1587,1575,1900,Diversified,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,Diversified,Thailand,0,R,M,10/21/1948 0:00,Chiravanond,Prathip,4/4/2023 5:01,1948.0,10.0,21.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1588,1575,1900,Food & Beverage,Alexandra Daitch,60.0,United States,Old Lyme,Cargill,Food & Beverage,United States,0,D,F,1/1/1963 0:00,Daitch,Alexandra,4/4/2023 5:01,1963.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1589,1575,1900,Food & Beverage,Sol Daurella,57.0,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,0,U,F,1/1/1966 0:00,Daurella,Sol,4/4/2023 5:01,1966.0,1.0,1.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1590,1575,1900,Sports,Mark Davis,67.0,United States,Henderson,Las Vegas Raiders,Sports,United States,0,N,M,5/18/1955 0:00,Davis,Mark,4/4/2023 5:01,1955.0,5.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1591,1575,1900,Finance & Investments,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,United States,1,E,M,5/22/1959 0:00,Dinan,James,4/4/2023 5:01,1959.0,5.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1594,1575,1900,Diversified,Bulent Eczacibasi,73.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,0,U,M,12/25/1949 0:00,Eczacibasi,Bulent,4/4/2023 5:01,1949.0,12.0,25.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1595,1575,1900,Diversified,Faruk Eczacibasi,68.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,0,U,M,6/15/1954 0:00,Eczacibasi,Faruk,4/4/2023 5:01,1954.0,6.0,15.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1596,1575,1900,Diversified,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,1,U,M,12/4/1932 0:00,Eurnekian,Eduardo,4/4/2023 5:01,1932.0,12.0,4.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
1598,1575,1900,Fashion & Retail,Guo Zhenyu & family,59.0,China,Kunming,Cosmetics,Fashion & Retail,Canada,1,D,M,11/1/1963 0:00,Guo,Zhenyu,4/4/2023 5:01,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1599,1575,1900,Manufacturing,Surjit Kumar Gupta,81.0,India,Delhi,Electrical equipment,Manufacturing,India,0,U,M,1/13/1942 0:00,Gupta,Surjit Kumar,4/4/2023 5:01,1942.0,1.0,13.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1600,1575,1900,Diversified,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Conglomerate,Diversified,Norway,0,D,F,1/1/1984 0:00,Hagen Kjos,Caroline,4/4/2023 5:01,1984.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1601,1575,1900,Finance & Investments,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,1,E,M,3/24/1942 0:00,Hernandez Ramirez,Roberto,4/4/2023 5:01,1942.0,3.0,24.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1602,1575,1900,Technology,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,1,D,M,8/5/1967 0:00,Hoffman,Reid,4/4/2023 5:01,1967.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1603,1575,1900,Manufacturing,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,China,1,U,M,1/1/1959 0:00,Hu,Rongda,4/4/2023 5:01,1959.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1604,1575,1900,Real Estate,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,United States,0,D,M,5/27/1959 0:00,Hughes,B. Wayne,4/4/2023 5:01,1959.0,5.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1606,1575,1900,Finance & Investments,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,United States,1,U,M,2/9/1959 0:00,Kapnick,Scott,4/4/2023 5:01,1959.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1607,1575,1900,Finance & Investments,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,United States,1,U,M,1/1/1946 0:00,Kayne,Richard,4/4/2023 5:01,1946.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1608,1575,1900,Finance & Investments,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,Poland,0,U,F,7/30/1977 0:00,Kulczyk,Dominika,4/4/2023 5:01,1977.0,7.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1609,1575,1900,Finance & Investments,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,1,U,M,7/19/1962 0:00,Lampert,Edward,4/4/2023 5:01,1962.0,7.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1611,1575,1900,Food & Beverage,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,0,D,M,11/22/1937 0:00,Leprino,James,4/4/2023 5:01,1937.0,11.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1612,1575,1900,Real Estate,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,United States,1,E,M,11/21/1961 0:00,Lichtenstein,David,4/4/2023 5:01,1961.0,11.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1613,1575,1900,Real Estate,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,Hong Kong,1,E,M,10/1/1966 0:00,Lin,Dingqiang,4/4/2023 5:01,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1614,1575,1900,Food & Beverage,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,United States,0,D,F,1/1/1954 0:00,MacMillan,Sarah,4/4/2023 5:01,1954.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1615,1575,1900,Telecom,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,Zimbabwe,1,D,M,1/29/1961 0:00,Masiyiwa,Strive,4/4/2023 5:01,1961.0,1.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1617,1575,1900,Technology,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,1,U,M,8/1/1967 0:00,Nixon,Simon,4/4/2023 5:01,1967.0,8.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1618,1575,1900,Food & Beverage,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,Japan,1,U,M,7/1/1948 0:00,Ogawa,Kentaro,4/4/2023 5:01,1948.0,7.0,1.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1619,1575,1900,Manufacturing,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,India,0,D,M,6/23/1957 0:00,Parekh,Ajay,4/4/2023 5:01,1957.0,6.0,23.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1620,1575,1900,Manufacturing,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,India,0,D,M,4/17/1938 0:00,Parekh,Narendrakumar,4/4/2023 5:01,1938.0,4.0,17.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1621,1575,1900,Finance & Investments,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,0,D,F,8/13/1950 0:00,Pritzker,Jennifer,4/4/2023 5:01,1950.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1622,1575,1900,Fashion & Retail,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,India,1,U,M,10/5/1942 0:00,Rajendran,G.,4/4/2023 5:01,1942.0,10.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1623,1575,1900,Manufacturing,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,China,1,D,M,8/1/1956 0:00,Ren,Jianhua,4/4/2023 5:01,1956.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1624,1575,1900,Finance & Investments,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,1,E,M,10/21/1969 0:00,Robbins,Larry,4/4/2023 5:01,1969.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1625,1575,1900,Construction & Engineering,Dwight Schar,81.0,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,1,E,M,2/8/1942 0:00,Schar,Dwight,4/4/2023 5:01,1942.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1627,1575,1900,Manufacturing,Qinxiang Shao,68.0,China,Hangzhou,Diversified,Manufacturing,China,1,U,M,9/1/1954 0:00,Shao,Qinxiang,4/4/2023 5:01,1954.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1628,1575,1900,Technology,Hua Shen,60.0,China,Jiaxing,Semiconductors,Technology,United States,1,D,M,1/1/1963 0:00,Shen,Hua,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1630,1575,1900,Finance & Investments,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,1,D,M,2/26/1950 0:00,Sondakh,Peter,4/4/2023 5:01,1950.0,2.0,26.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1631,1575,1900,Food & Beverage,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,United States,0,D,F,1/1/1960 0:00,Stitzer,Lucy,4/4/2023 5:01,1960.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1632,1575,1900,Diversified,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,Philippines,0,D,F,6/1/1952 0:00,Sy,Elizabeth,4/4/2023 5:01,1952.0,6.0,1.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1633,1575,1900,Manufacturing,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,0,Split Family Fortune,M,9/17/1962 0:00,Tanoko,Hermanto,4/4/2023 5:01,1962.0,9.0,17.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1634,1575,1900,Construction & Engineering,Mehmet Sinan Tara,64.0,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,0,U,M,5/24/1958 0:00,Tara,Mehmet Sinan,4/4/2023 5:01,1958.0,5.0,24.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1635,1575,1900,Fashion & Retail,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,1,D,M,2/6/1947 0:00,Uno,Masateru,4/4/2023 5:01,1947.0,2.0,6.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1636,1575,1900,Energy,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,Greece,1,U,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,4/4/2023 5:01,1933.0,1.0,1.0,101.87,0.2,209852761469.0,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
1637,1575,1900,Real Estate,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,India,0,D,M,2/18/1966 0:00,Virwani,Jitendra,4/4/2023 5:01,1966.0,2.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1638,1575,1900,Real Estate,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,China,1,E,M,1/1/1956 0:00,Wang,Chaobin,4/4/2023 5:01,1956.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1639,1575,1900,Fashion & Retail,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,1,D,M,12/1/1931 0:00,Wang,Ren-sheng,4/4/2023 5:01,1931.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1640,1575,1900,Food & Beverage,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,0,U,F,11/19/1942 0:00,Weber,Charlotte Colket,4/4/2023 5:01,1942.0,11.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1641,1575,1900,Healthcare,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,China,0,D,F,1/1/1951 0:00,Xie,Juhua,4/4/2023 5:01,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
